plant,block,plot,A,B,C,D,E,F,G
2,2,2,,,,,,,O_S
3,2,2,,,,,,,O_S
29,2,2,,,,,,,O_S
38,2,2,,,,,,,O_S
40,2,2,,,,,,,O_S
41,2,2,,,,,,,O_S
45,2,2,,,,,,,O_S
46,2,2,,,,,,,O_S
48,2,2,,,,,,,O_S
2,2,3,,,,,,,O_S
3,2,3,,,,,,,O_S
44,2,4,,O_S,O_S,O_S,O_S,O_S,O_S
33,2,4,,,,,,,O_S
30,2,4,,,CT_S,CT_S,CT_S,,O_S
29,2,4,,,,V_S,V_S,O_S,O_S
3,2,4,,,,SB_S,,,O_S
27,2,4,,,,,,O_S,O_S
26,2,4,,,,,,O_S,O_S
25,2,4,,,,,,O_S,O_S
24,2,4,,,,,,O_S,O_S
14,2,4,,,,,,O_S,O_S
1,2,4,,,,,,O_S,O_S
7,2,4,,,,,,,O_S
10,2,4,,,,,,,O_S
11,2,4,,,,,,,O_S
15,2,4,,,,,,,O_S
16,2,4,,,,,,,O_S
17,2,4,,,,,,,O_S
19,2,4,,,,,,,O_S
20,2,4,,,,,,,O_S
21,2,4,,,,,,,O_S
22,2,4,,,,,,,O_S
23,2,4,,,,,,,O_S
38,2,4,,,,,,,O_S
41,2,4,,,,,,,O_S
43,2,4,,,,,,,O_S
45,2,4,,,,,,,O_S
47,2,4,,,,,,,O_S
48,2,4,,,,,,,O_S
50,2,4,,,,,,,O_S
5,2,4,,,,,,,O_S
6,2,4,,,,,,,O_S
34,2,4,,,,,,,O_S
35,2,4,,,,,,,O_S
36,2,4,,,,,,,O_S
45,2,6,,,,,,,O_S
17,2,6,,,,V_S,V_S,,O_S
50,2,6,,,,,O_S,O_S,O_S
5,2,6,,,,,O_S,O_S,O_S
43,2,6,,,,,,O_S,O_S
21,2,6,,,,,,O_S,O_S
12,2,6,,,,,,O_S,O_S
8,2,6,,,,,,O_S,O_S
6,2,6,,,,,,O_S,O_S
3,2,6,,,,,,O_S,O_S
13,2,6,,,,,,O_S,O_S
9,2,6,,,,,,O_S,O_S
1,2,6,,,,,,O_S,O_S
4,2,6,,,,,,,O_S
7,2,6,,,,,,,O_S
11,2,6,,,,,,,O_S
18,2,6,,,,,,,O_S
19,2,6,,,,,,,O_S
44,2,6,,,,,,,O_S
46,2,6,,,,,,,O_S
47,2,6,,,,,,,O_S
51,2,6,,,,,,,O_S
52,2,6,,,,,,,O_S
53,2,6,,,,,,,O_S
2,2,6,,,,,,,O_S
41,2,6,,,,,,,O_S
9,3,1,,,,,,,O_S
7,3,1,,,CT_S,CT_S,CT_S,,O_S
18,3,1,,,,,,O_S,O_S
6,3,1,,,,,,O_S,O_S
5,3,1,,,,,,O_S,O_S
3,3,1,,,,,,,O_S
4,3,1,,,,,,,O_S
10,3,1,,,,,,,O_S
11,3,1,,,,,,,O_S
13,3,1,,,,,,,O_S
14,3,1,,,,,,,O_S
15,3,1,,,,,,,O_S
17,3,1,,,,,,,O_S
19,3,1,,,,,,,O_S
20,3,1,,,,,,,O_S
26,3,1,,,,,,,O_S
30,3,1,,,,,,,O_S
37,3,1,,,,,,,O_S
38,3,1,,,,,,,O_S
39,3,1,,,,,,,O_S
40,3,1,,,,,,,O_S
41,3,1,,,,,,,O_S
42,3,1,,,,,,,O_S
50,3,1,,,,,,,O_S
21,3,1,,,,,,,O_S
22,3,1,,,,,,,O_S
23,3,1,,,,,,,O_S
25,3,1,,,,,,,O_S
27,3,1,,,,,,,O_S
28,3,1,,,,,,,O_S
29,3,1,,,,,,,O_S
31,3,1,,,,,,,O_S
32,3,1,,,,,,,O_S
33,3,1,,,,,,,O_S
34,3,1,,,,,,,O_S
36,3,1,,,,,,,O_S
1,3,1,,,,,,,O_S
2,3,1,,,,,,,O_S
18,3,2,,,,,,,O_S
37,3,2,,,,,,,O_S
38,3,2,,O_S,O_S,,,,O_S
50,3,2,,,O_S,O_S,,,O_S
14,3,2,,,,,O_S,,O_S
47,3,2,,,O_S,O_S,O_S,O_S,O_S
45,3,2,,,,SB_S,SB_S,SB_S,O_S
46,3,2,,,,,O_S,O_S,O_S
17,3,2,,,,,O_S,O_S,O_S
29,3,2,,,,,,O_S,O_S
6,3,2,,,,,,O_S,O_S
8,3,2,,,,,,,O_S
9,3,2,,,,,,,O_S
10,3,2,,,,,,,O_S
15,3,2,,,,,,,O_S
16,3,2,,,,,,,O_S
19,3,2,,,,,,,O_S
20,3,2,,,,,,,O_S
21,3,2,,,,,,,O_S
22,3,2,,,,,,,O_S
23,3,2,,,,,,,O_S
28,3,2,,,,,,,O_S
30,3,2,,,,,,,O_S
31,3,2,,,,,,,O_S
32,3,2,,,,,,,O_S
33,3,2,,,,,,,O_S
34,3,2,,,,,,,O_S
35,3,2,,,,,,,O_S
36,3,2,,,,,,,O_S
39,3,2,,,,,,,O_S
40,3,2,,,,,,,O_S
41,3,2,,,,,,,O_S
43,3,2,,,,,,,O_S
44,3,2,,,,,,,O_S
2,3,2,,,,,,,O_S
3,3,2,,,,,,,O_S
4,3,2,,,,,,,O_S
5,3,2,,,,,,,O_S
7,3,2,,,,,,,O_S
28,3,3,,O_S,O_S,O_S,O_S,O_S,O_S
49,3,3,,CT_S,CT_S,CT_S,CT_S,,O_S
39,3,3,,,O_S,,,,O_S
12,3,3,,,V_S,V_S,V_S,V_S,O_S
29,3,3,,,,,O_S,O_S,O_S
13,3,3,,,,,,O_S,O_S
1,3,3,,,,,,,O_S
2,3,3,,,,,,,O_S
3,3,3,,,,,,,O_S
4,3,3,,,,,,,O_S
8,3,3,,,,,,,O_S
10,3,3,,,,,,,O_S
11,3,3,,,,,,,O_S
16,3,3,,,,,,,O_S
17,3,3,,,,,,,O_S
23,3,3,,,,,,,O_S
30,3,3,,,,,,,O_S
31,3,3,,,,,,,O_S
32,3,3,,,,,,,O_S
35,3,3,,,,,,,O_S
36,3,3,,,,,,,O_S
41,3,3,,,,,,,O_S
42,3,3,,,,,,,O_S
43,3,3,,,,,,,O_S
44,3,3,,,,,,,O_S
46,3,3,,,,,,,O_S
48,3,3,,,,,,,O_S
51,3,3,,,,,,,O_S
24,3,3,,,,,,,O_S
25,3,3,,,,,,,O_S
26,3,3,,,,,,,O_S
38,3,3,,,,,,,O_S
14,3,3,,,,,,,O_S
15,3,3,,,,,,,O_S
50,3,4,,,,O_S,O_S,O_S,O_S
44,3,4,,O_S,O_S,O_S,,,O_S
8,3,4,,,CT_S,CT_S,,,O_S
3,3,4,,,,,,,O_S
5,3,4,,,,,,,O_S
6,3,4,,,,,,,O_S
7,3,4,,,,,,,O_S
10,3,4,,,,,,,O_S
11,3,4,,,,,,,O_S
14,3,4,,,,,,,O_S
15,3,4,,,,,,,O_S
16,3,4,,,,,,,O_S
17,3,4,,,,,,,O_S
18,3,4,,,,,,,O_S
19,3,4,,,,,,,O_S
20,3,4,,,,,,,O_S
22,3,4,,,,,,,O_S
23,3,4,,,,,,,O_S
24,3,4,,,,,,,O_S
36,3,4,,,,,,,O_S
43,3,4,,,,,,,O_S
45,3,4,,,,,,,O_S
1,3,4,,,,,,,O_S
12,3,4,,,,,,,O_S
25,3,4,,,,,,,O_S
26,3,4,,,,,,,O_S
27,3,4,,,,,,,O_S
28,3,4,,,,,,,O_S
29,3,4,,,,,,,O_S
33,3,4,,,,,,,O_S
34,3,4,,,,,,,O_S
35,3,4,,,,,,,O_S
37,3,4,,,,,,,O_S
39,3,4,,,,,,,O_S
40,3,4,,,,,,,O_S
41,3,4,,,,,,,O_S
42,3,4,,,,,,,O_S
49,3,5,,,,,,,O_S
51,3,5,,O_S,O_S,O_S,O_S,O_S,O_S
28,3,5,,O_S,O_S,O_S,O_S,O_S,O_S
38,3,5,,,O_S,O_S,O_S,O_S,O_S
1,3,5,,,O_S,O_S,O_S,O_S,O_S
48,3,5,,,O_S,O_S,O_S,O_S,O_S
45,3,5,,,O_S,O_S,O_S,O_S,O_S
6,3,5,,,,O_S,O_S,O_S,O_S
29,3,5,,,,O_S,O_S,O_S,O_S
39,3,5,,,,SB_S,,,O_S
15,3,5,,,,,,O_S,O_S
24,3,5,,,,,,,O_S
36,3,5,,,,,,,O_S
41,3,5,,,,,,,O_S
2,3,5,,,,,,,O_S
3,3,5,,,,,,,O_S
4,3,5,,,,,,,O_S
5,3,5,,,,,,,O_S
11,3,5,,,,,,,O_S
12,3,5,,,,,,,O_S
13,3,5,,,,,,,O_S
19,3,5,,,,,,,O_S
20,3,5,,,,,,,O_S
21,3,5,,,,,,,O_S
33,3,5,,,,,,,O_S
34,3,5,,,,,,,O_S
42,3,5,,,,,,,O_S
43,3,5,,,,,,,O_S
31,3,6,,,CT_S,CT_S,CT_S,CT_S,O_S
47,3,6,,,,,O_S,O_S,O_S
37,3,6,,,,,O_S,O_S,O_S
38,3,6,,,,,O_S,O_S,O_S
10,3,6,,,,,,O_S,O_S
3,3,6,,,,,,,O_S
6,3,6,,,,,,,O_S
11,3,6,,,,,,,O_S
16,3,6,,,,,,,O_S
17,3,6,,,,,,,O_S
18,3,6,,,,,,,O_S
22,3,6,,,,,,,O_S
32,3,6,,,,,,,O_S
33,3,6,,,,,,,O_S
40,3,6,,,,,,,O_S
41,3,6,,,,,,,O_S
43,3,6,,,,,,,O_S
44,3,6,,,,,,,O_S
45,3,6,,,,,,,O_S
48,3,6,,,,,,,O_S
50,3,6,,,,,,,O_S
51,3,6,,,,,,,O_S
20,3,6,,,,,,,O_S
23,3,6,,,,,,,O_S
24,3,6,,,,,,,O_S
26,3,6,,,,,,,O_S
27,3,6,,,,,,,O_S
35,3,6,,,,,,,O_S
36,3,6,,,,,,,O_S
39,3,6,,,,,,,O_S
15,3,6,,,,,,,O_S
8,4,1,,CT_S,CT_S,O_S,O_S,O_S,O_S
9,4,1,,SB_S,SB_S,SB_S,SB_S,SB_S,O_S
7,4,1,,,,,,O_S,O_S
6,4,1,,,,,,,O_S
14,4,1,,,,,,,O_S
46,4,2,,,,O_S,O_S,O_S,O_S
45,4,2,,,,O_S,O_S,O_S,O_S
41,4,2,,,,,,O_S,O_S
24,4,2,,,,,,O_S,O_S
44,4,2,,,,,,O_S,O_S
21,4,2,,,,,,O_S,O_S
20,4,2,,,,,,O_S,O_S
23,4,2,,,,,,,O_S
27,4,2,,,,,,,O_S
37,4,2,,,,,,,O_S
40,4,2,,,,,,,O_S
43,4,2,,,,,,,O_S
26,4,2,,,,,,,O_S
29,4,2,,,,,,,O_S
5,4,2,,,,,,,O_S
16,4,2,,,,,,,O_S
17,4,2,,,,,,,O_S
18,4,2,,,,,,,O_S
22,4,2,,,,,,,O_S
30,4,2,,,,,,,O_S
31,4,2,,,,,,,O_S
47,4,2,,,,,,,O_S
48,4,2,,,,,,,O_S
52,4,2,,,,,,,O_S
47,4,3,,,,,,,O_S
35,4,3,,,,,,O_S,O_S
38,4,3,,,,,O_S,O_S,O_S
37,4,3,,,,,O_S,O_S,O_S
36,4,3,,,,,O_S,O_S,O_S
12,4,3,,,,,O_S,O_S,O_S
11,4,3,,,,,O_S,O_S,O_S
10,4,3,,,,,O_S,O_S,O_S
9,4,3,,,,,O_S,O_S,O_S
8,4,3,,,,,O_S,O_S,O_S
7,4,3,,,,,O_S,O_S,O_S
27,4,3,,,,,,O_S,O_S
26,4,3,,,,,,O_S,O_S
25,4,3,,,,,,O_S,O_S
24,4,3,,,,,,O_S,O_S
22,4,3,,,,,,O_S,O_S
14,4,3,,,,,,O_S,O_S
4,4,3,,,,,,,O_S
5,4,3,,,,,,,O_S
16,4,3,,,,,,,O_S
17,4,3,,,,,,,O_S
18,4,3,,,,,,,O_S
23,4,3,,,,,,,O_S
28,4,3,,,,,,,O_S
41,4,3,,,,,,,O_S
42,4,3,,,,,,,O_S
19,4,3,,,,,,,O_S
20,4,3,,,,,,,O_S
40,4,3,,,,,,,O_S
10,4,4,,O_S,O_S,O_S,O_S,O_S,O_S
22,4,4,,,,CT_S,CT_S,O_S,O_S
18,4,4,,,,O_S,O_S,O_S,O_S
12,4,4,,,,,O_S,O_S,O_S
11,4,4,,,,,O_S,O_S,O_S
9,4,4,,,,,O_S,O_S,O_S
8,4,4,,,,,O_S,O_S,O_S
37,4,4,,,,,,O_S,O_S
44,4,4,,,,,,O_S,O_S
43,4,4,,,,,,O_S,O_S
42,4,4,,,,,,O_S,O_S
41,4,4,,,,,,O_S,O_S
40,4,4,,,,,,O_S,O_S
6,4,4,,,,,,O_S,O_S
1,4,4,,,,,,,O_S
3,4,4,,,,,,,O_S
4,4,4,,,,,,,O_S
5,4,4,,,,,,,O_S
16,4,4,,,,,,,O_S
19,4,4,,,,,,,O_S
20,4,4,,,,,,,O_S
26,4,4,,,,,,,O_S
27,4,4,,,,,,,O_S
28,4,4,,,,,,,O_S
31,4,4,,,,,,,O_S
32,4,4,,,,,,,O_S
38,4,4,,,,,,,O_S
39,4,4,,,,,,,O_S
45,4,4,,,,,,,O_S
46,4,4,,,,,,,O_S
47,4,4,,,,,,,O_S
49,4,4,,,,,,,O_S
50,4,4,,,,,,,O_S
14,4,4,,,,,,,O_S
15,4,4,,,,,,,O_S
25,4,4,,,,,,,O_S
34,4,4,,,,,,,O_S
35,4,4,,,,,,,O_S
7,4,5,,,,,,O_S,O_S
47,4,5,,,,,O_S,O_S,O_S
13,4,5,,,,,,O_S,O_S
42,4,5,,,SB_S,,,O_S,O_S
20,4,5,,,,SB_S,SB_S,O_S,O_S
22,4,5,,,,,,O_S,O_S
17,4,5,,,,,,O_S,O_S
3,4,5,,,,,,O_S,O_S
48,4,5,,,,,,O_S,O_S
18,4,5,,,,,,O_S,O_S
15,4,5,,,,,,O_S,O_S
14,4,5,,,,,,O_S,O_S
11,4,5,,,,,,O_S,O_S
10,4,5,,,,,,O_S,O_S
9,4,5,,,,,,O_S,O_S
8,4,5,,,,,,O_S,O_S
6,4,5,,,,,,O_S,O_S
5,4,5,,,,,,O_S,O_S
4,4,5,,,,,,O_S,O_S
1,4,5,,,,,,,O_S
23,4,5,,,,,,,O_S
43,4,5,,,,,,,O_S
44,4,5,,,,,,,O_S
45,4,5,,,,,,,O_S
46,4,5,,,,,,,O_S
49,4,5,,,,,,,O_S
50,4,5,,,,,,,O_S
22,4,6,,,,,O_S,O_S,O_S
19,4,6,,,,,O_S,O_S,O_S
21,4,6,,,,,,O_S,O_S
18,4,6,,,,,,O_S,O_S
11,4,6,,,,,,O_S,O_S
7,4,6,,,,,,O_S,O_S
42,4,6,,,,,,O_S,O_S
34,4,6,,,,,,O_S,O_S
25,4,6,,,,,,O_S,O_S
24,4,6,,,,,,O_S,O_S
2,4,6,,,,,,,O_S
3,4,6,,,,,,,O_S
4,4,6,,,,,,,O_S
5,4,6,,,,,,,O_S
6,4,6,,,,,,,O_S
9,4,6,,,,,,,O_S
12,4,6,,,,,,,O_S
13,4,6,,,,,,,O_S
14,4,6,,,,,,,O_S
16,4,6,,,,,,,O_S
45,5,1,,,,,,O_S,O_S
38,5,1,,,,CT_S,CT_S,O_S,O_S
43,5,1,,,,,,O_S,O_S
39,5,1,,,,,,O_S,O_S
2,5,1,,,,,,,O_S
44,5,1,,,,,,,O_S
43,5,2,,,,,,O_S,O_S
21,5,2,,,,,,O_S,O_S
18,5,2,,,,,,O_S,O_S
14,5,2,,,,,,O_S,O_S
13,5,2,,,,,,O_S,O_S
12,5,2,,,,,,O_S,O_S
38,5,2,,,,,,O_S,O_S
35,5,2,,,,,,O_S,O_S
34,5,2,,,,,,O_S,O_S
16,5,2,,,,,,O_S,O_S
15,5,2,,,,,,,O_S
25,5,2,,,,,,,O_S
26,5,2,,,,,,,O_S
44,5,2,,,,,,,O_S
45,5,2,,,,,,,O_S
46,5,2,,,,,,,O_S
47,5,2,,,,,,,O_S
48,5,2,,,,,,,O_S
49,5,2,,,,,,,O_S
51,5,2,,,,,,,O_S
52,5,2,,,,,,,O_S
2,5,2,,,,,,,O_S
3,5,2,,,,,,,O_S
19,5,2,,,,,,,O_S
27,5,2,,,,,,,O_S
28,5,2,,,,,,,O_S
29,5,2,,,,,,,O_S
32,5,2,,,,,,,O_S
36,5,2,,,,,,,O_S
51,5,4,,,,,,,O_S
13,5,4,,,CT_S,CT_S,CT_S,O_S,O_S
31,5,4,,,SB_S,,O_S,O_S,O_S
34,5,4,,,SB_S,,,O_S,O_S
43,5,4,,,,,,O_S,O_S
33,5,4,,,,,,O_S,O_S
32,5,4,,,,,,O_S,O_S
42,5,4,,,,,,O_S,O_S
41,5,4,,,,,,O_S,O_S
20,5,4,,,,,,O_S,O_S
15,5,4,,,,,,O_S,O_S
12,5,4,,,,,,O_S,O_S
16,5,4,,,,,,,O_S
19,5,4,,,,,,,O_S
23,5,4,,,,,,,O_S
26,5,4,,,,,,,O_S
28,5,4,,,,,,,O_S
30,5,4,,,,,,,O_S
38,5,4,,,,,,,O_S
47,5,4,,,,,,,O_S
49,5,4,,,,,,,O_S
2,5,4,,,,,,,O_S
4,5,4,,,,,,,O_S
8,5,4,,,,,,,O_S
9,5,4,,,,,,,O_S
11,5,4,,,,,,,O_S
21,5,4,,,,,,,O_S
24,5,4,,,,,,,O_S
27,5,4,,,,,,,O_S
29,5,4,,,,,,,O_S
44,5,4,,,,,,,O_S
25,5,5,,,,,,O_S,O_S
21,5,5,,,,,,O_S,O_S
17,5,5,,,,,,O_S,O_S
50,5,5,,,,,,O_S,O_S
48,5,5,,,,,,O_S,O_S
13,5,5,,,,,,O_S,O_S
5,5,5,,,,,,O_S,O_S
19,5,5,,,,,,,O_S
43,5,5,,,,,,,O_S
49,5,5,,,,,,,O_S
2,5,5,,,,,,,O_S
3,5,5,,,,,,,O_S
22,5,5,,,,,,,O_S
24,5,5,,,,,,,O_S
45,5,5,,,,,,,O_S
46,5,5,,,,,,,O_S
47,5,5,,,,,,,O_S
30,5,6,,O_S,O_S,O_S,O_S,O_S,O_S
28,5,6,,,,,,,O_S
7,5,6,,,CT_S,CT_S,,,O_S
32,5,6,,,V_S,V_S,,,O_S
4,5,6,,,,O_S,O_S,O_S,O_S
27,5,6,,,,O_S,O_S,O_S,O_S
39,5,6,,,,,O_S,O_S,O_S
34,5,6,,,,,O_S,O_S,O_S
26,5,6,,,,,O_S,O_S,O_S
35,5,6,,,,,O_S,O_S,O_S
46,5,6,,,,,,O_S,O_S
45,5,6,,,,,,O_S,O_S
19,5,6,,,,,,O_S,O_S
18,5,6,,,,,,O_S,O_S
16,5,6,,,,,,O_S,O_S
44,5,6,,,,,,O_S,O_S
43,5,6,,,,,,O_S,O_S
42,5,6,,,,,,O_S,O_S
11,5,6,,,,,,O_S,O_S
9,5,6,,,,,,O_S,O_S
8,5,6,,,,,,O_S,O_S
25,5,6,,,,,,,O_S
17,5,6,,,,,,,O_S
24,5,6,,,,,,,O_S
29,5,6,,,,,,,O_S
33,5,6,,,,,,,O_S
12,6,1,,,,,,O_S,O_S
46,6,1,,,,,,O_S,O_S
13,6,1,,,,,,O_S,O_S
7,6,1,,,,,,O_S,O_S
6,6,1,,,,,,O_S,O_S
45,6,1,,,,,,O_S,O_S
11,6,1,,,,,,,O_S
14,6,1,,,,,,,O_S
16,6,1,,,,,,,O_S
18,6,1,,,,,,,O_S
19,6,1,,,,,,,O_S
20,6,1,,,,,,,O_S
21,6,1,,,,,,,O_S
39,6,1,,,,,,,O_S
48,6,1,,,,,,,O_S
49,6,1,,,,,,,O_S
51,6,1,,,,,,,O_S
52,6,1,,,,,,,O_S
53,6,1,,,,,,,O_S
23,6,1,,,,,,,O_S
24,6,1,,,,,,,O_S
25,6,1,,,,,,,O_S
26,6,1,,,,,,,O_S
27,6,1,,,,,,,O_S
28,6,1,,,,,,,O_S
31,6,1,,,,,,,O_S
32,6,1,,,,,,,O_S
34,6,1,,,,,,,O_S
36,6,1,,,,,,,O_S
37,6,1,,,,,,,O_S
38,6,1,,,,,,,O_S
40,6,1,,,,,,,O_S
41,6,1,,,,,,,O_S
42,6,1,,,,,,,O_S
43,6,1,,,,,,,O_S
44,6,1,,,,,,,O_S
47,6,1,,,,,,,O_S
4,6,1,,,,,,,O_S
5,6,1,,,,,,,O_S
9,6,1,,,,,,,O_S
10,6,1,,,,,,,O_S
18,6,2,,,,,,,O_S
32,6,2,,,,,,,O_S
25,6,2,,,,SB_S,SB_S,SB_S,O_S
4,6,2,,,,,,,O_S
12,6,2,,,,,,,O_S
13,6,2,,,,,,,O_S
17,6,2,,,,,,,O_S
19,6,2,,,,,,,O_S
34,6,2,,,,,,,O_S
41,6,2,,,,,,,O_S
42,6,2,,,,,,,O_S
43,6,2,,,,,,,O_S
26,6,2,,,,,,,O_S
45,6,2,,,,,,,O_S
46,6,2,,,,,,,O_S
2,6,2,,,,,,,O_S
3,6,2,,,,,,,O_S
29,6,2,,,,,,,O_S
36,6,3,,,,O_S,O_S,,O_S
30,6,3,,,,O_S,O_S,,O_S
3,6,3,,,,,O_S,O_S,O_S
28,6,3,,,,,O_S,O_S,O_S
12,6,3,,,,,,O_S,O_S
10,6,3,,,,,,O_S,O_S
8,6,3,,,,,,O_S,O_S
4,6,3,,,,,,,O_S
25,6,3,,,,,,,O_S
31,6,3,,,,,,,O_S
41,6,3,,,,,,,O_S
51,6,3,,,,,,,O_S
26,6,3,,,,,,,O_S
32,6,3,,,,,,,O_S
18,6,4,,,,,,O_S,O_S
20,6,4,,,CT_S,CT_S,CT_S,,O_S
3,6,4,,,,,,,O_S
6,6,4,,,,,,,O_S
7,6,4,,,,,,,O_S
10,6,4,,,,,,,O_S
13,6,4,,,,,,,O_S
14,6,4,,,,,,,O_S
23,6,4,,,,,,,O_S
16,6,4,,,,,,,O_S
17,6,4,,,,,,,O_S
22,6,4,,,,,,,O_S
25,6,4,,,,,,,O_S
28,6,4,,,,,,,O_S
29,6,4,,,,,,,O_S
30,6,4,,,,,,,O_S
33,6,4,,,,,,,O_S
34,6,4,,,,,,,O_S
36,6,4,,,,,,,O_S
37,6,4,,,,,,,O_S
38,6,4,,,,,,,O_S
42,6,4,,,,,,,O_S
43,6,4,,,,,,,O_S
5,6,4,,,,,,,O_S
8,6,4,,,,,,,O_S
48,6,5,,,,,,O_S,O_S
10,6,5,,,,,,O_S,O_S
26,6,5,,O_S,O_S,O_S,O_S,O_S,O_S
5,6,5,,,,,O_S,O_S,O_S
42,6,5,,,SB_S,,,,O_S
50,6,5,,,,O_S,O_S,O_S,O_S
15,6,5,,,,O_S,O_S,O_S,O_S
8,6,5,,,,O_S,O_S,O_S,O_S
31,6,5,,,,,O_S,O_S,O_S
19,6,5,,,,,,O_S,O_S
6,6,5,,,,,,O_S,O_S
4,6,5,,,,,,,O_S
7,6,5,,,,,,,O_S
11,6,5,,,,,,,O_S
16,6,5,,,,,,,O_S
17,6,5,,,,,,,O_S
18,6,5,,,,,,,O_S
20,6,5,,,,,,,O_S
22,6,5,,,,,,,O_S
23,6,5,,,,,,,O_S
29,6,5,,,,,,,O_S
33,6,5,,,,,,,O_S
35,6,5,,,,,,,O_S
51,6,5,,,,,,,O_S
52,6,5,,,,,,,O_S
54,6,5,,,,,,,O_S
55,6,5,,,,,,,O_S
56,6,5,,,,,,,O_S
57,6,5,,,,,,,O_S
21,6,5,,,,,,,O_S
30,6,5,,,,,,,O_S
32,6,5,,,,,,,O_S
34,6,5,,,,,,,O_S
36,6,5,,,,,,,O_S
37,6,5,,,,,,,O_S
38,6,5,,,,,,,O_S
39,6,5,,,,,,,O_S
40,6,5,,,,,,,O_S
41,6,5,,,,,,,O_S
43,6,5,,,,,,,O_S
53,6,5,,,,,,,O_S
2,6,5,,,,,,,O_S
3,6,5,,,,,,,O_S
9,6,5,,,,,,,O_S
12,6,5,,,,,,,O_S
13,6,5,,,,,,,O_S
14,6,5,,,,,,,O_S
49,6,5,,,,,,,O_S
49,6,6,,,,,,,O_S
6,6,6,,,,CT_S,CT_S,O_S,O_S
1,6,6,,,,O_S,O_S,,O_S
47,6,6,,,,,,O_S,O_S
46,6,6,,,,,,O_S,O_S
45,6,6,,,,,,O_S,O_S
44,6,6,,,,,,O_S,O_S
21,6,6,,,,,,O_S,O_S
14,6,6,,,,,,O_S,O_S
18,6,6,,,,,,O_S,O_S
4,6,6,,,,,,,O_S
5,6,6,,,,,,,O_S
13,6,6,,,,,,,O_S
19,6,6,,,,,,,O_S
20,6,6,,,,,,,O_S
26,6,6,,,,,,,O_S
37,6,6,,,,,,,O_S
38,6,6,,,,,,,O_S
39,6,6,,,,,,,O_S
41,6,6,,,,,,,O_S
3,6,6,,,,,,,O_S
15,6,6,,,,,,,O_S
16,6,6,,,,,,,O_S
17,6,6,,,,,,,O_S
28,6,6,,,,,,,O_S
29,6,6,,,,,,,O_S
30,6,6,,,,,,,O_S
31,6,6,,,,,,,O_S
32,6,6,,,,,,,O_S
33,6,6,,,,,,,O_S
34,6,6,,,,,,,O_S
35,6,6,,,,,,,O_S
36,6,6,,,,,,,O_S
42,6,6,,,,,,,O_S
43,6,6,,,,,,,O_S
9,6,6,,,,,,,O_S
10,6,6,,,,,,,O_S
11,6,6,,,,,,,O_S
22,6,6,,,,,,,O_S
48,6,6,,,,,,,O_S
7,1,2,,CT_S,CT_S,SB_S,SB_S,SB_D,SB_D
45,1,2,,CT_S,CT_S,SB_S,SB_S,SB_S,SB_D
17,1,2,,,,SB_S,SB_S,SB_D,SB_D
6,1,2,,,,SB_S,SB_S,SB_D,SB_D
3,1,2,,,,SB_S,SB_S,SB_D,SB_D
13,1,2,,,,,SB_S,SB_D,SB_D
29,1,3,,CT_S,CT_S,SB_S,SB_S,SB_S,SB_D
28,1,3,,CT_S,CT_S,SB_S,SB_S,SB_S,SB_D
32,1,4,,CT_S,CT_S,SB_S,SB_S,SB_D,SB_D
31,1,4,,CT_S,CT_S,SB_S,SB_S,SB_D,SB_D
13,1,4,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
2,1,4,,CT_S,CT_S,SB_S,SB_S,SB_D,SB_D
3,1,4,,,,SB_S,SB_S,SB_S,SB_D
46,1,4,,,,SB_S,SB_S,SB_S,SB_D
45,1,4,,,,,SB_S,SB_S,SB_D
50,1,4,,,,,,SB_S,SB_D
18,1,5,,,,,,SB_S,SB_D
46,1,6,,CT_S,CT_S,SB_S,SB_S,SB_S,SB_D
47,1,6,,,,SB_S,SB_S,SB_S,SB_D
36,2,1,,,,,SB_S,SB_D,SB_D
26,2,3,,CT_S,CT_S,SB_S,SB_S,SB_S,SB_D
12,2,3,,,,,SB_S,SB_D,SB_D
8,2,3,,,CT_S,CT_S,,SB_S,SB_D
10,2,3,,,,SB_S,SB_D,SB_D,SB_D
23,2,3,,,,SB_S,SB_S,SB_S,SB_D
13,2,3,,,,SB_S,SB_S,SB_D,SB_D
6,2,3,,,,SB_S,SB_S,SB_D,SB_D
21,2,3,,,,,SB_S,SB_D,SB_D
20,2,3,,,,,SB_S,SB_D,SB_D
17,2,3,,,,,SB_S,SB_D,SB_D
5,2,3,,,,,SB_S,SB_S,SB_D
47,2,3,,,,,,SB_S,SB_D
27,2,3,,,,,,SB_S,SB_D
25,2,3,,,,,,SB_S,SB_D
24,2,3,,,,,,SB_S,SB_D
9,2,3,,,,,,SB_S,SB_D
22,2,6,,,,,,SB_S,SB_D
51,3,2,,,,,SB_S,SB_S,SB_D
11,3,2,,,CT_S,CT_S,CT_S,SB_S,SB_D
42,3,2,,,,SB_S,SB_D,SB_D,SB_D
12,3,2,,,,SB_S,SB_D,SB_D,SB_D
6,3,3,,,,,,SB_S,SB_D
39,4,1,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
32,4,1,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
26,4,1,,SB_S,SB_S,SB_S,SB_D,SB_D,SB_D
38,4,1,,SB_S,SB_S,SB_S,SB_S,SB_D,SB_D
